latitude,longitude,country,source,year,treatment,grain_yield_kgha,N,P,K
11.12717,8.23679,Nigeria,Tamassa,2015,NPK,5236.262288,140,50,50
11.12717,8.23679,Nigeria,Tamassa,2015,NPK+,7684.444444,140,50,50
11.12285,8.23421,Nigeria,Tamassa,2015,Control,5491.929825,140,50,50
11.12285,8.23421,Nigeria,Tamassa,2015,PK,3305.577631,140,50,50
11.12285,8.23421,Nigeria,Tamassa,2015,NK,6650.541998,140,50,50
11.12285,8.23421,Nigeria,Tamassa,2015,NP,6896.837332,140,50,50
11.12285,8.23421,Nigeria,Tamassa,2015,NPK,3833.433618,140,50,50
11.12285,8.23421,Nigeria,Tamassa,2015,NPK+,3665.102156,140,50,50
11.12777,8.23931,Nigeria,Tamassa,2015,Control,855.1447824,140,50,50
11.12777,8.23931,Nigeria,Tamassa,2015,PK,1959.641026,140,50,50
11.12777,8.23931,Nigeria,Tamassa,2015,NK,1904.374147,140,50,50
11.12777,8.23931,Nigeria,Tamassa,2015,NP,5188.547883,140,50,50
11.12777,8.23931,Nigeria,Tamassa,2015,NPK,4611.356156,140,50,50
11.12777,8.23931,Nigeria,Tamassa,2015,NPK+,6532.094943,140,50,50
11.13942,8.23532,Nigeria,Tamassa,2015,Control,NA,140,50,50
11.13942,8.23532,Nigeria,Tamassa,2015,PK,NA,140,50,50
11.13942,8.23532,Nigeria,Tamassa,2015,NK,NA,140,50,50
11.13942,8.23532,Nigeria,Tamassa,2015,NP,NA,140,50,50
11.13942,8.23532,Nigeria,Tamassa,2015,NPK,NA,140,50,50
11.13942,8.23532,Nigeria,Tamassa,2015,NPK+,NA,140,50,50
11.00855,7.91857,Nigeria,Tamassa,2015,Control,234.9258952,140,50,50
11.00855,7.91857,Nigeria,Tamassa,2015,PK,449.4619397,140,50,50
11.00855,7.91857,Nigeria,Tamassa,2015,NK,156.8627451,140,50,50
11.00855,7.91857,Nigeria,Tamassa,2015,NP,3382.860841,140,50,50
11.00855,7.91857,Nigeria,Tamassa,2015,NPK,2737.122359,140,50,50
11.00855,7.91857,Nigeria,Tamassa,2015,NPK+,5160.514454,140,50,50
11.01100,7.90709,Nigeria,Tamassa,2015,Control,2267.161388,140,50,50
11.01100,7.90709,Nigeria,Tamassa,2015,PK,3212.659099,140,50,50
11.01100,7.90709,Nigeria,Tamassa,2015,NK,5673.572228,140,50,50
11.01100,7.90709,Nigeria,Tamassa,2015,NP,5898.296542,140,50,50
11.01100,7.90709,Nigeria,Tamassa,2015,NPK,6400.065359,140,50,50
11.01100,7.90709,Nigeria,Tamassa,2015,NPK+,5387.232401,140,50,50
11.01180,7.89551,Nigeria,Tamassa,2015,Control,3449.526113,140,50,50
11.01180,7.89551,Nigeria,Tamassa,2015,PK,6452.75564,140,50,50
11.01180,7.89551,Nigeria,Tamassa,2015,NK,4997.099762,140,50,50
11.01180,7.89551,Nigeria,Tamassa,2015,NP,7231.891215,140,50,50
11.01180,7.89551,Nigeria,Tamassa,2015,NPK,5250.384314,140,50,50
11.01180,7.89551,Nigeria,Tamassa,2015,NPK+,6116.79132,140,50,50
11.01435,7.89514,Nigeria,Tamassa,2015,Control,273.3214498,140,50,50
11.01435,7.89514,Nigeria,Tamassa,2015,PK,3048.223671,140,50,50
11.01435,7.89514,Nigeria,Tamassa,2015,NK,296.7016264,140,50,50
11.01435,7.89514,Nigeria,Tamassa,2015,NP,6085.237745,140,50,50
11.01435,7.89514,Nigeria,Tamassa,2015,NPK,5590.699608,140,50,50
11.01435,7.89514,Nigeria,Tamassa,2015,NPK+,5560.927002,140,50,50
11.01557,7.89849,Nigeria,Tamassa,2015,Control,2521.07147,140,50,50
11.01557,7.89849,Nigeria,Tamassa,2015,PK,3498.104575,140,50,50
11.01557,7.89849,Nigeria,Tamassa,2015,NK,1751.037344,140,50,50
11.01557,7.89849,Nigeria,Tamassa,2015,NP,4173.674492,140,50,50
11.01557,7.89849,Nigeria,Tamassa,2015,NPK,4780.192689,140,50,50
11.01557,7.89849,Nigeria,Tamassa,2015,NPK+,4480.60759,140,50,50
11.01571,7.88112,Nigeria,Tamassa,2015,Control,5504.775299,140,50,50
11.01571,7.88112,Nigeria,Tamassa,2015,PK,4749.594035,140,50,50
11.01571,7.88112,Nigeria,Tamassa,2015,NK,5694.617862,140,50,50
11.01571,7.88112,Nigeria,Tamassa,2015,NP,7340.058217,140,50,50
11.01571,7.88112,Nigeria,Tamassa,2015,NPK,6490.053569,140,50,50
11.01571,7.88112,Nigeria,Tamassa,2015,NPK+,7394.45663,140,50,50
11.01717,7.87684,Nigeria,Tamassa,2015,Control,4229.719958,140,50,50
11.01717,7.87684,Nigeria,Tamassa,2015,PK,4367.753226,140,50,50
11.01717,7.87684,Nigeria,Tamassa,2015,NK,6914.062082,140,50,50
11.01717,7.87684,Nigeria,Tamassa,2015,NP,6563.718137,140,50,50
11.01717,7.87684,Nigeria,Tamassa,2015,NPK,7435.038749,140,50,50
11.01717,7.87684,Nigeria,Tamassa,2015,NPK+,6233.226354,140,50,50
11.04658,7.87486,Nigeria,Tamassa,2015,Control,650.4839911,140,50,50
11.04658,7.87486,Nigeria,Tamassa,2015,PK,1922.709817,140,50,50
11.04658,7.87486,Nigeria,Tamassa,2015,NK,1882.96875,140,50,50
11.04658,7.87486,Nigeria,Tamassa,2015,NP,2896.764742,140,50,50
11.04658,7.87486,Nigeria,Tamassa,2015,NPK,4106.105722,140,50,50
11.04658,7.87486,Nigeria,Tamassa,2015,NPK+,4061.900429,140,50,50
11.05197,7.85280,Nigeria,Tamassa,2015,Control,5468.719133,140,50,50
11.05197,7.85280,Nigeria,Tamassa,2015,PK,3961.958436,140,50,50
11.05197,7.85280,Nigeria,Tamassa,2015,NK,8389.815873,140,50,50
11.05197,7.85280,Nigeria,Tamassa,2015,NP,9181.378101,140,50,50
11.05197,7.85280,Nigeria,Tamassa,2015,NPK,6304.22721,140,50,50
11.05197,7.85280,Nigeria,Tamassa,2015,NPK+,6789.82983,140,50,50
11.05500,7.84558,Nigeria,Tamassa,2015,Control,1268.584334,140,50,50
11.05500,7.84558,Nigeria,Tamassa,2015,PK,1596.554286,140,50,50
11.05500,7.84558,Nigeria,Tamassa,2015,NK,5395.062323,140,50,50
11.05500,7.84558,Nigeria,Tamassa,2015,NP,8415.965775,140,50,50
11.05500,7.84558,Nigeria,Tamassa,2015,NPK,4887.019857,140,50,50
11.05500,7.84558,Nigeria,Tamassa,2015,NPK+,5942.322581,140,50,50
11.31994,7.99636,Nigeria,Tamassa,2015,Control,3899.643463,140,50,50
11.31994,7.99636,Nigeria,Tamassa,2015,PK,2437.642848,140,50,50
11.31994,7.99636,Nigeria,Tamassa,2015,NK,3838.115742,140,50,50
11.31994,7.99636,Nigeria,Tamassa,2015,NP,2808.31174,140,50,50
11.31994,7.99636,Nigeria,Tamassa,2015,NPK,3610.729958,140,50,50
11.31994,7.99636,Nigeria,Tamassa,2015,NPK+,5109.944792,140,50,50
11.45278,7.92364,Nigeria,Tamassa,2015,Control,3821.78495,140,50,50
11.45278,7.92364,Nigeria,Tamassa,2015,PK,4321.713153,140,50,50
11.45278,7.92364,Nigeria,Tamassa,2015,NK,10404.44891,140,50,50
11.45278,7.92364,Nigeria,Tamassa,2015,NP,9443.577392,140,50,50
11.45278,7.92364,Nigeria,Tamassa,2015,NPK,11153.7055,140,50,50
11.45278,7.92364,Nigeria,Tamassa,2015,NPK+,11426.99337,140,50,50
11.45514,7.92681,Nigeria,Tamassa,2015,NA,NA,140,50,50
11.45514,7.92681,Nigeria,Tamassa,2015,NA,NA,140,50,50
11.45514,7.92681,Nigeria,Tamassa,2015,NA,NA,140,50,50
11.45514,7.92681,Nigeria,Tamassa,2015,NA,NA,140,50,50
11.45514,7.92681,Nigeria,Tamassa,2015,NA,NA,140,50,50
11.45514,7.92681,Nigeria,Tamassa,2015,NA,NA,140,50,50
11.32161,7.95611,Nigeria,Tamassa,2015,Control,2669.173636,140,50,50
11.32161,7.95611,Nigeria,Tamassa,2015,PK,4695.02439,140,50,50
11.32161,7.95611,Nigeria,Tamassa,2015,NK,1930.882353,140,50,50
11.32161,7.95611,Nigeria,Tamassa,2015,NP,2838.645063,140,50,50
11.32161,7.95611,Nigeria,Tamassa,2015,NPK,4304.462143,140,50,50
11.32161,7.95611,Nigeria,Tamassa,2015,NPK+,5088.651422,140,50,50
11.31616,7.96033,Nigeria,Tamassa,2015,Control,1613.992157,140,50,50
11.31616,7.96033,Nigeria,Tamassa,2015,PK,3930.131004,140,50,50
11.31616,7.96033,Nigeria,Tamassa,2015,NK,3545.427482,140,50,50
11.31616,7.96033,Nigeria,Tamassa,2015,NP,4130.251442,140,50,50
11.31616,7.96033,Nigeria,Tamassa,2015,NPK,4151.255806,140,50,50
11.31616,7.96033,Nigeria,Tamassa,2015,NPK+,6324.87636,140,50,50
11.31644,7.96478,Nigeria,Tamassa,2015,Control,NA,140,50,50
11.31644,7.96478,Nigeria,Tamassa,2015,PK,1468.954248,140,50,50
11.31644,7.96478,Nigeria,Tamassa,2015,NK,274.5098039,140,50,50
11.31644,7.96478,Nigeria,Tamassa,2015,NP,3702.870508,140,50,50
11.31644,7.96478,Nigeria,Tamassa,2015,NPK,4956.195244,140,50,50
11.31644,7.96478,Nigeria,Tamassa,2015,NPK+,4156.150422,140,50,50
11.32039,7.98585,Nigeria,Tamassa,2015,Control,3957.817284,140,50,50
11.32039,7.98585,Nigeria,Tamassa,2015,PK,4904.814147,140,50,50
11.32039,7.98585,Nigeria,Tamassa,2015,NK,6961.102783,140,50,50
11.32039,7.98585,Nigeria,Tamassa,2015,NP,6000.882488,140,50,50
11.32039,7.98585,Nigeria,Tamassa,2015,NPK,6518.271733,140,50,50
11.32039,7.98585,Nigeria,Tamassa,2015,NPK+,8800.385183,140,50,50
11.31147,7.98358,Nigeria,Tamassa,2015,Control,2317.16635,140,50,50
11.31147,7.98358,Nigeria,Tamassa,2015,PK,3256.351828,140,50,50
11.31147,7.98358,Nigeria,Tamassa,2015,NK,5006.252816,140,50,50
11.31147,7.98358,Nigeria,Tamassa,2015,NP,6650.241491,140,50,50
11.31147,7.98358,Nigeria,Tamassa,2015,NPK,4093.910457,140,50,50
11.31147,7.98358,Nigeria,Tamassa,2015,NPK+,7046.887042,140,50,50
11.32000,7.99560,Nigeria,Tamassa,2015,Control,6323.060387,140,50,50
11.32000,7.99560,Nigeria,Tamassa,2015,PK,3757.748831,140,50,50
11.32000,7.99560,Nigeria,Tamassa,2015,NK,8945.756004,140,50,50
11.32000,7.99560,Nigeria,Tamassa,2015,NP,6315.815978,140,50,50
11.32000,7.99560,Nigeria,Tamassa,2015,NPK,10132.31287,140,50,50
11.32000,7.99560,Nigeria,Tamassa,2015,NPK+,7803.676677,140,50,50
11.39340,7.90139,Nigeria,Tamassa,2015,Control,1193.844264,140,50,50
11.39340,7.90139,Nigeria,Tamassa,2015,PK,2233.041939,140,50,50
11.39340,7.90139,Nigeria,Tamassa,2015,NK,2647.610101,140,50,50
11.39340,7.90139,Nigeria,Tamassa,2015,NP,3465.840465,140,50,50
11.39340,7.90139,Nigeria,Tamassa,2015,NPK,4110.796906,140,50,50
11.39340,7.90139,Nigeria,Tamassa,2015,NPK+,4143.286736,140,50,50
11.24825,8.37213,Nigeria,Tamassa,2015,Control,780.0512821,140,50,50
11.24825,8.37213,Nigeria,Tamassa,2015,PK,418.3006536,140,50,50
11.24825,8.37213,Nigeria,Tamassa,2015,NK,2455.665359,140,50,50
11.24825,8.37213,Nigeria,Tamassa,2015,NP,3443.253514,140,50,50
11.24825,8.37213,Nigeria,Tamassa,2015,NPK,2582.68546,140,50,50
11.24825,8.37213,Nigeria,Tamassa,2015,NPK+,2841.794118,140,50,50
11.24925,8.37048,Nigeria,Tamassa,2015,Control,655.5520416,140,50,50
11.24925,8.37048,Nigeria,Tamassa,2015,PK,842.6890756,140,50,50
11.24925,8.37048,Nigeria,Tamassa,2015,NK,1049.222179,140,50,50
11.24925,8.37048,Nigeria,Tamassa,2015,NP,1742.359563,140,50,50
11.24925,8.37048,Nigeria,Tamassa,2015,NPK,1890.825955,140,50,50
11.24925,8.37048,Nigeria,Tamassa,2015,NPK+,2875.531788,140,50,50
11.28334,8.36618,Nigeria,Tamassa,2015,Control,905.4794081,140,50,50
11.28334,8.36618,Nigeria,Tamassa,2015,PK,1665.751124,140,50,50
11.28334,8.36618,Nigeria,Tamassa,2015,NK,2607.150587,140,50,50
11.28334,8.36618,Nigeria,Tamassa,2015,NP,2674.321084,140,50,50
11.28334,8.36618,Nigeria,Tamassa,2015,NPK,2411.080711,140,50,50
11.28334,8.36618,Nigeria,Tamassa,2015,NPK+,5105.541235,140,50,50
11.29094,8.37420,Nigeria,Tamassa,2015,Control,626.3888889,140,50,50
11.29094,8.37420,Nigeria,Tamassa,2015,PK,364.8090815,140,50,50
11.29094,8.37420,Nigeria,Tamassa,2015,NK,1662.132981,140,50,50
11.29094,8.37420,Nigeria,Tamassa,2015,NP,1512.398022,140,50,50
11.29094,8.37420,Nigeria,Tamassa,2015,NPK,2271.977824,140,50,50
11.29094,8.37420,Nigeria,Tamassa,2015,NPK+,2613.957041,140,50,50
11.27799,8.37718,Nigeria,Tamassa,2015,Control,462.5878536,140,50,50
11.27799,8.37718,Nigeria,Tamassa,2015,PK,898.9195678,140,50,50
11.27799,8.37718,Nigeria,Tamassa,2015,NK,2692.080074,140,50,50
11.27799,8.37718,Nigeria,Tamassa,2015,NP,3219.889923,140,50,50
11.27799,8.37718,Nigeria,Tamassa,2015,NPK,2327.74225,140,50,50
11.27799,8.37718,Nigeria,Tamassa,2015,NPK+,2383.164595,140,50,50
10.48750,8.54587,Nigeria,Tamassa,2015,Control,3861.700513,140,50,50
10.48750,8.54587,Nigeria,Tamassa,2015,PK,4940.436435,140,50,50
10.48750,8.54587,Nigeria,Tamassa,2015,NK,3271.392405,140,50,50
10.48750,8.54587,Nigeria,Tamassa,2015,NP,5532.60159,140,50,50
10.48750,8.54587,Nigeria,Tamassa,2015,NPK,7888.628616,140,50,50
10.48750,8.54587,Nigeria,Tamassa,2015,NPK+,6099.195658,140,50,50
10.50395,8.52375,Nigeria,Tamassa,2015,Control,3561.591216,140,50,50
10.50395,8.52375,Nigeria,Tamassa,2015,PK,1865.529383,140,50,50
10.50395,8.52375,Nigeria,Tamassa,2015,NK,2011.983122,140,50,50
10.50395,8.52375,Nigeria,Tamassa,2015,NP,7443.685068,140,50,50
10.50395,8.52375,Nigeria,Tamassa,2015,NPK,8446.644132,140,50,50
10.50395,8.52375,Nigeria,Tamassa,2015,NPK+,7062.172425,140,50,50
10.52715,8.50878,Nigeria,Tamassa,2015,Control,1773.346627,140,50,50
10.52715,8.50878,Nigeria,Tamassa,2015,PK,1071.708807,140,50,50
10.52715,8.50878,Nigeria,Tamassa,2015,NK,4565.667439,140,50,50
10.52715,8.50878,Nigeria,Tamassa,2015,NP,5577.342048,140,50,50
10.52715,8.50878,Nigeria,Tamassa,2015,NPK,6513.481481,140,50,50
10.52715,8.50878,Nigeria,Tamassa,2015,NPK+,3253.242093,140,50,50
10.51662,8.49195,Nigeria,Tamassa,2015,Control,1981.002755,140,50,50
10.51662,8.49195,Nigeria,Tamassa,2015,PK,NA,140,50,50
10.51662,8.49195,Nigeria,Tamassa,2015,NK,2882.582011,140,50,50
10.51662,8.49195,Nigeria,Tamassa,2015,NP,5527.196673,140,50,50
10.51662,8.49195,Nigeria,Tamassa,2015,NPK,6295.339699,140,50,50
10.51662,8.49195,Nigeria,Tamassa,2015,NPK+,2867.800779,140,50,50
10.51345,8.48811,Nigeria,Tamassa,2015,Control,1034.453874,140,50,50
10.51345,8.48811,Nigeria,Tamassa,2015,PK,358.1445523,140,50,50
10.51345,8.48811,Nigeria,Tamassa,2015,NK,197.1684945,140,50,50
10.51345,8.48811,Nigeria,Tamassa,2015,NP,5265.997211,140,50,50
10.51345,8.48811,Nigeria,Tamassa,2015,NPK,4691.159411,140,50,50
10.51345,8.48811,Nigeria,Tamassa,2015,NPK+,3106.626389,140,50,50
10.50512,8.48386,Nigeria,Tamassa,2015,Control,122.0043573,140,50,50
10.50512,8.48386,Nigeria,Tamassa,2015,PK,644.6821153,140,50,50
10.50512,8.48386,Nigeria,Tamassa,2015,NK,1209.675469,140,50,50
10.50512,8.48386,Nigeria,Tamassa,2015,NP,1039.674866,140,50,50
10.50512,8.48386,Nigeria,Tamassa,2015,NPK,2227.216857,140,50,50
10.50512,8.48386,Nigeria,Tamassa,2015,NPK+,1891.402715,140,50,50
10.50272,8.50559,Nigeria,Tamassa,2015,Control,1322.318448,140,50,50
10.50272,8.50559,Nigeria,Tamassa,2015,PK,798.7200909,140,50,50
10.50272,8.50559,Nigeria,Tamassa,2015,NK,2362.91376,140,50,50
10.50272,8.50559,Nigeria,Tamassa,2015,NP,7136.058337,140,50,50
10.50272,8.50559,Nigeria,Tamassa,2015,NPK,4158.471594,140,50,50
10.50272,8.50559,Nigeria,Tamassa,2015,NPK+,6032.962327,140,50,50
10.52515,8.46690,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.52515,8.46690,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.52515,8.46690,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.52515,8.46690,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.52515,8.46690,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.52515,8.46690,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.54295,8.45099,Nigeria,Tamassa,2015,Control,3361.986483,140,50,50
10.54295,8.45099,Nigeria,Tamassa,2015,PK,6484.620738,140,50,50
10.54295,8.45099,Nigeria,Tamassa,2015,NK,6692.243023,140,50,50
10.54295,8.45099,Nigeria,Tamassa,2015,NP,11022.73517,140,50,50
10.54295,8.45099,Nigeria,Tamassa,2015,NPK,9316.14008,140,50,50
10.54295,8.45099,Nigeria,Tamassa,2015,NPK+,9156.114291,140,50,50
10.51815,8.46467,Nigeria,Tamassa,2015,Control,555.7422969,140,50,50
10.51815,8.46467,Nigeria,Tamassa,2015,PK,974.7222222,140,50,50
10.51815,8.46467,Nigeria,Tamassa,2015,NK,750.0263389,140,50,50
10.51815,8.46467,Nigeria,Tamassa,2015,NP,4197.130633,140,50,50
10.51815,8.46467,Nigeria,Tamassa,2015,NPK,3261.934857,140,50,50
10.51815,8.46467,Nigeria,Tamassa,2015,NPK+,3073.02869,140,50,50
10.73025,8.57735,Nigeria,Tamassa,2015,Control,1768.480204,140,50,50
10.73025,8.57735,Nigeria,Tamassa,2015,PK,4374.963983,140,50,50
10.73025,8.57735,Nigeria,Tamassa,2015,NK,2045.048894,140,50,50
10.73025,8.57735,Nigeria,Tamassa,2015,NP,4878.622093,140,50,50
10.73025,8.57735,Nigeria,Tamassa,2015,NPK,6598.408304,140,50,50
10.73025,8.57735,Nigeria,Tamassa,2015,NPK+,5413.11934,140,50,50
10.75030,8.58041,Nigeria,Tamassa,2015,Control,4006.981578,140,50,50
10.75030,8.58041,Nigeria,Tamassa,2015,PK,3859.966773,140,50,50
10.75030,8.58041,Nigeria,Tamassa,2015,NK,5322.666667,140,50,50
10.75030,8.58041,Nigeria,Tamassa,2015,NP,5614.258086,140,50,50
10.75030,8.58041,Nigeria,Tamassa,2015,NPK,5184.428605,140,50,50
10.75030,8.58041,Nigeria,Tamassa,2015,NPK+,4427.749934,140,50,50
10.71538,8.60209,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.71538,8.60209,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.71538,8.60209,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.71538,8.60209,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.71538,8.60209,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.71538,8.60209,Nigeria,Tamassa,2015,NA,NA,140,50,50
10.68866,8.62682,Nigeria,Tamassa,2015,Control,2175.502928,140,50,50
10.68866,8.62682,Nigeria,Tamassa,2015,PK,4562.704786,140,50,50
10.68866,8.62682,Nigeria,Tamassa,2015,NK,1336.133333,140,50,50
10.68866,8.62682,Nigeria,Tamassa,2015,NP,7358.276851,140,50,50
10.68866,8.62682,Nigeria,Tamassa,2015,NPK,10470.58251,140,50,50
10.68866,8.62682,Nigeria,Tamassa,2015,NPK+,7454.139377,140,50,50
10.77826,8.58441,Nigeria,Tamassa,2015,Control,2887.167042,140,50,50
10.77826,8.58441,Nigeria,Tamassa,2015,PK,2474.326041,140,50,50
10.77826,8.58441,Nigeria,Tamassa,2015,NK,4017.011152,140,50,50
10.77826,8.58441,Nigeria,Tamassa,2015,NP,7346.31016,140,50,50
10.77826,8.58441,Nigeria,Tamassa,2015,NPK,6599.858049,140,50,50
10.77826,8.58441,Nigeria,Tamassa,2015,NPK+,6815.475962,140,50,50
10.79174,8.58402,Nigeria,Tamassa,2015,Control,602.0994256,140,50,50
10.79174,8.58402,Nigeria,Tamassa,2015,PK,1871.886198,140,50,50
10.79174,8.58402,Nigeria,Tamassa,2015,NK,403.5825725,140,50,50
10.79174,8.58402,Nigeria,Tamassa,2015,NP,6085.738583,140,50,50
10.79174,8.58402,Nigeria,Tamassa,2015,NPK,4981.04084,140,50,50
10.79174,8.58402,Nigeria,Tamassa,2015,NPK+,5913.969561,140,50,50
10.77831,8.60252,Nigeria,Tamassa,2015,Control,4431.055866,140,50,50
10.77831,8.60252,Nigeria,Tamassa,2015,PK,3813.589855,140,50,50
10.77831,8.60252,Nigeria,Tamassa,2015,NK,8316.872695,140,50,50
10.77831,8.60252,Nigeria,Tamassa,2015,NP,6696.149143,140,50,50
10.77831,8.60252,Nigeria,Tamassa,2015,NPK,8926.722075,140,50,50
10.77831,8.60252,Nigeria,Tamassa,2015,NPK+,5858.755328,140,50,50
10.77896,8.60721,Nigeria,Tamassa,2015,Control,3503.625171,140,50,50
10.77896,8.60721,Nigeria,Tamassa,2015,PK,3823.085353,140,50,50
10.77896,8.60721,Nigeria,Tamassa,2015,NK,4963.386002,140,50,50
10.77896,8.60721,Nigeria,Tamassa,2015,NP,7923.525431,140,50,50
10.77896,8.60721,Nigeria,Tamassa,2015,NPK,7131.522815,140,50,50
10.77896,8.60721,Nigeria,Tamassa,2015,NPK+,5412.215569,140,50,50
10.68781,8.62577,Nigeria,Tamassa,2015,Control,0,140,50,50
10.68781,8.62577,Nigeria,Tamassa,2015,PK,652.1891911,140,50,50
10.68781,8.62577,Nigeria,Tamassa,2015,NK,45.75163399,140,50,50
10.68781,8.62577,Nigeria,Tamassa,2015,NP,4832.688172,140,50,50
10.68781,8.62577,Nigeria,Tamassa,2015,NPK,5509.210831,140,50,50
10.68781,8.62577,Nigeria,Tamassa,2015,NPK+,6547.692308,140,50,50
10.67590,8.63299,Nigeria,Tamassa,2015,Control,2742.227574,140,50,50
10.67590,8.63299,Nigeria,Tamassa,2015,PK,4218.651451,140,50,50
10.67590,8.63299,Nigeria,Tamassa,2015,NK,4023.074188,140,50,50
10.67590,8.63299,Nigeria,Tamassa,2015,NP,2783.672428,140,50,50
10.67590,8.63299,Nigeria,Tamassa,2015,NPK,2723.921569,140,50,50
10.67590,8.63299,Nigeria,Tamassa,2015,NPK+,431.372549,140,50,50
11.44327,7.19931,Nigeria,Tamassa,2015,Control,5055.481095,140,50,50
11.44327,7.19931,Nigeria,Tamassa,2015,PK,7615.809445,140,50,50
11.44327,7.19931,Nigeria,Tamassa,2015,NK,6047.497507,140,50,50
11.44327,7.19931,Nigeria,Tamassa,2015,NP,8188.895522,140,50,50
11.44327,7.19931,Nigeria,Tamassa,2015,NPK,8466.513177,140,50,50
11.44327,7.19931,Nigeria,Tamassa,2015,NPK+,9188.721968,140,50,50
11.44262,7.19999,Nigeria,Tamassa,2015,Control,5900.006424,140,50,50
11.44262,7.19999,Nigeria,Tamassa,2015,PK,4734.148991,140,50,50
11.44262,7.19999,Nigeria,Tamassa,2015,NK,6999.631094,140,50,50
11.44262,7.19999,Nigeria,Tamassa,2015,NP,8344.810064,140,50,50
11.44262,7.19999,Nigeria,Tamassa,2015,NPK,8033.413985,140,50,50
11.44262,7.19999,Nigeria,Tamassa,2015,NPK+,9357.330176,140,50,50
11.44295,7.19659,Nigeria,Tamassa,2015,Control,2294.393217,140,50,50
11.44295,7.19659,Nigeria,Tamassa,2015,PK,1859.968992,140,50,50
11.44295,7.19659,Nigeria,Tamassa,2015,NK,1833.737007,140,50,50
11.44295,7.19659,Nigeria,Tamassa,2015,NP,5038.39221,140,50,50
11.44295,7.19659,Nigeria,Tamassa,2015,NPK,5074.964639,140,50,50
11.44295,7.19659,Nigeria,Tamassa,2015,NPK+,5840.155566,140,50,50
11.46079,7.14772,Nigeria,Tamassa,2015,Control,4215.902458,140,50,50
11.46079,7.14772,Nigeria,Tamassa,2015,PK,6359.589744,140,50,50
11.46079,7.14772,Nigeria,Tamassa,2015,NK,7387.404503,140,50,50
11.46079,7.14772,Nigeria,Tamassa,2015,NP,6386.992012,140,50,50
11.46079,7.14772,Nigeria,Tamassa,2015,NPK,6961.111111,140,50,50
11.46079,7.14772,Nigeria,Tamassa,2015,NPK+,7282.390552,140,50,50
11.46064,7.14874,Nigeria,Tamassa,2015,Control,2800.031037,140,50,50
11.46064,7.14874,Nigeria,Tamassa,2015,PK,4291.395617,140,50,50
11.46064,7.14874,Nigeria,Tamassa,2015,NK,2904.082468,140,50,50
11.46064,7.14874,Nigeria,Tamassa,2015,NP,2601.42029,140,50,50
11.46064,7.14874,Nigeria,Tamassa,2015,NPK,6670.656239,140,50,50
11.46064,7.14874,Nigeria,Tamassa,2015,NPK+,8341.224477,140,50,50
11.43369,7.24725,Nigeria,Tamassa,2015,Control,7335.276486,140,50,50
11.43369,7.24725,Nigeria,Tamassa,2015,PK,5150.401483,140,50,50
11.43369,7.24725,Nigeria,Tamassa,2015,NK,4664.78799,140,50,50
11.43369,7.24725,Nigeria,Tamassa,2015,NP,6504.11985,140,50,50
11.43369,7.24725,Nigeria,Tamassa,2015,NPK,6338.105683,140,50,50
11.43369,7.24725,Nigeria,Tamassa,2015,NPK+,7767.571979,140,50,50
11.43786,7.25665,Nigeria,Tamassa,2015,Control,785.6050157,140,50,50
11.43786,7.25665,Nigeria,Tamassa,2015,PK,804.8393826,140,50,50
11.43786,7.25665,Nigeria,Tamassa,2015,NK,3241.863669,140,50,50
11.43786,7.25665,Nigeria,Tamassa,2015,NP,4821.124183,140,50,50
11.43786,7.25665,Nigeria,Tamassa,2015,NPK,5518.757461,140,50,50
11.43786,7.25665,Nigeria,Tamassa,2015,NPK+,5390.936968,140,50,50
11.43122,7.24968,Nigeria,Tamassa,2015,Control,5731.295969,140,50,50
11.43122,7.24968,Nigeria,Tamassa,2015,PK,4385.207307,140,50,50
11.43122,7.24968,Nigeria,Tamassa,2015,NK,6872.464779,140,50,50
11.43122,7.24968,Nigeria,Tamassa,2015,NP,6787.430382,140,50,50
11.43122,7.24968,Nigeria,Tamassa,2015,NPK,5947.167756,140,50,50
11.43122,7.24968,Nigeria,Tamassa,2015,NPK+,7414.797653,140,50,50
11.43515,7.25239,Nigeria,Tamassa,2015,Control,1154.953611,140,50,50
11.43515,7.25239,Nigeria,Tamassa,2015,PK,2067.261989,140,50,50
11.43515,7.25239,Nigeria,Tamassa,2015,NK,1086.126416,140,50,50
11.43515,7.25239,Nigeria,Tamassa,2015,NP,4288.311688,140,50,50
11.43515,7.25239,Nigeria,Tamassa,2015,NPK,4860.536706,140,50,50
11.43515,7.25239,Nigeria,Tamassa,2015,NPK+,6661.159932,140,50,50
11.44089,7.26125,Nigeria,Tamassa,2015,Control,4651.108841,140,50,50
11.44089,7.26125,Nigeria,Tamassa,2015,PK,3056.424452,140,50,50
11.44089,7.26125,Nigeria,Tamassa,2015,NK,4866.70742,140,50,50
