latitude,longitude,Controluntry,source,year,treatment,grain_yield_kgha,N,P,K
-3.334616508,35.71162019,Tanzania,Tamassa,2016/17,NPK,4446.08547,140,50,50
-3.334616508,35.71162019,Tanzania,Tamassa,2016/17,NK,4356.862745,140,0,50
-3.334616508,35.71162019,Tanzania,Tamassa,2016/17,NPK+,3578.052227,140,50,50
-3.334616508,35.71162019,Tanzania,Tamassa,2016/17,NP,3522.122449,140,50,0
-3.332540841,36.35014407,Tanzania,Tamassa,2016/17,PK,2452.444444,0,40,40
-3.332540841,36.35014407,Tanzania,Tamassa,2016/17,Control,2388.994709,0,0,0
-3.332540841,36.35014407,Tanzania,Tamassa,2016/17,NP,3213,120,40,0
-3.332540841,36.35014407,Tanzania,Tamassa,2016/17,NK,3141.256039,120,0,40
-3.332540841,36.35014407,Tanzania,Tamassa,2016/17,NPK,2254.545455,120,40,40
-3.332540841,36.35014407,Tanzania,Tamassa,2016/17,NPK+,2232.608696,120,40,40
-3.329160841,36.36793649,Tanzania,Tamassa,2016/17,Control,2491.777003,0,0,0
-3.329160841,36.36793649,Tanzania,Tamassa,2016/17,PK,1723.428571,0,40,40
-3.329160841,36.36793649,Tanzania,Tamassa,2016/17,NPK+,4529.975309,120,40,40
-3.329160841,36.36793649,Tanzania,Tamassa,2016/17,NPK,3949.076412,120,40,40
-3.329160841,36.36793649,Tanzania,Tamassa,2016/17,NP,3580.240459,120,40,0
-3.329160841,36.36793649,Tanzania,Tamassa,2016/17,NK,3488.832451,120,0,40
-3.240485928,37.09009703,Tanzania,Tamassa,2016/17,PK,1779.875205,0,30,30
-3.240485928,37.09009703,Tanzania,Tamassa,2016/17,Control,1502.47619,0,0,0
-3.240485928,37.09009703,Tanzania,Tamassa,2016/17,NP,4380.102041,100,30,0
-3.240485928,37.09009703,Tanzania,Tamassa,2016/17,NK,4112,100,0,30
-3.240485928,37.09009703,Tanzania,Tamassa,2016/17,NPK,3876.602527,100,30,30
-3.240485928,37.09009703,Tanzania,Tamassa,2016/17,NPK+,3705.812901,100,30,30
-3.22985855,37.08261261,Tanzania,Tamassa,2016/17,Control,1965.172161,0,0,0
-3.22985855,37.08261261,Tanzania,Tamassa,2016/17,PK,1246.262322,0,30,30
-3.22985855,37.08261261,Tanzania,Tamassa,2016/17,NK,4109.038402,100,0,30
-3.22985855,37.08261261,Tanzania,Tamassa,2016/17,NP,4068.571429,100,30,0
-3.22985855,37.08261261,Tanzania,Tamassa,2016/17,NPK,3201,100,30,30
-3.22985855,37.08261261,Tanzania,Tamassa,2016/17,NPK+,3138.095238,100,30,30
-3.226810094,37.04172105,Tanzania,Tamassa,2016/17,PK,1066.583851,0,30,30
-3.226810094,37.04172105,Tanzania,Tamassa,2016/17,Control,1061.632653,0,0,0
-3.226810094,37.04172105,Tanzania,Tamassa,2016/17,NPK,4091.615706,100,30,30
-3.226810094,37.04172105,Tanzania,Tamassa,2016/17,NPK+,3473.640553,100,30,30
-3.226810094,37.04172105,Tanzania,Tamassa,2016/17,NP,3136.10509,100,30,0
-3.226810094,37.04172105,Tanzania,Tamassa,2016/17,NK,2219.174603,100,0,30
-3.2215139,37.07848708,Tanzania,Tamassa,2016/17,Control,3269.032967,0,0,0
-3.2215139,37.07848708,Tanzania,Tamassa,2016/17,PK,2841.520378,0,40,40
-3.2215139,37.07848708,Tanzania,Tamassa,2016/17,NK,4883.166667,120,0,40
-3.2215139,37.07848708,Tanzania,Tamassa,2016/17,NPK,4026.143791,120,40,40
-3.2215139,37.07848708,Tanzania,Tamassa,2016/17,NPK+,3859.355054,120,40,40
-3.2215139,37.07848708,Tanzania,Tamassa,2016/17,NP,3744,120,40,0
-3.200053455,37.09002776,Tanzania,Tamassa,2016/17,PK,2298.975057,0,30,30
-3.200053455,37.09002776,Tanzania,Tamassa,2016/17,Control,1808.141093,0,0,0
-3.200053455,37.09002776,Tanzania,Tamassa,2016/17,NPK+,2447.41164,100,30,30
-3.200053455,37.09002776,Tanzania,Tamassa,2016/17,NK,1984.914286,100,0,30
-3.200053455,37.09002776,Tanzania,Tamassa,2016/17,NP,1926.095238,100,30,0
-3.200053455,37.09002776,Tanzania,Tamassa,2016/17,NPK,1924.105263,100,30,30
-3.191372123,37.07280316,Tanzania,Tamassa,2016/17,PK,2729.428571,0,30,30
-3.191372123,37.07280316,Tanzania,Tamassa,2016/17,Control,1813.310924,0,0,0
-3.191372123,37.07280316,Tanzania,Tamassa,2016/17,NP,4159.272727,100,30,0
-3.191372123,37.07280316,Tanzania,Tamassa,2016/17,NK,2976.556777,100,0,30
-3.191372123,37.07280316,Tanzania,Tamassa,2016/17,NPK+,2847.361111,100,30,30
-3.191372123,37.07280316,Tanzania,Tamassa,2016/17,NPK,2629.430242,100,30,30
-3.084233717,37.6623438,Tanzania,Tamassa,2016/17,Control,496.3232323,0,0,0
-3.084233717,37.6623438,Tanzania,Tamassa,2016/17,PK,487.6190476,0,30,30
-3.084233717,37.6623438,Tanzania,Tamassa,2016/17,NPK,535.4248366,100,30,30
-3.084233717,37.6623438,Tanzania,Tamassa,2016/17,NP,504.6215539,100,30,0
-3.084233717,37.6623438,Tanzania,Tamassa,2016/17,NK,499.3580247,100,0,30
-3.084233717,37.6623438,Tanzania,Tamassa,2016/17,NPK+,402.5238095,100,30,30
